GCF_017654505.1   7913
GCF_017654675.1   8355
GCF_017976325.1   109905
GCF_017976375.1   55661
GCF_017976425.1   941984
GCF_018135715.1   13037
GCF_018139145.2   33616
GCF_018143015.1   7654
GCF_018294505.1   4565
GCF_018296145.1   74940
GCF_018320785.1   241271
GCF_018340385.1   7962
GCF_018345385.1   494514
GCF_018350155.1   46844
GCF_018350175.1   9696
GCF_018350195.1   9694
GCF_018350215.1   9689
GCF_018446385.1   94328
GCF_018492685.1   34773
GCF_018687715.1   32201
GCF_018812025.1   75352
GCF_018831695.1   1606681
GCF_018873765.1   54955
GCF_018902025.1   7260
GCF_019097595.1   337641
GCF_019175285.1   8520
GCF_019175385.1   112863
GCF_019176455.1   28829
GCF_019186545.1   172797
GCF_019202715.1   165200
GCF_019202785.1   139456
GCF_019279795.1   7888
GCF_019320065.1   1574408
GCF_019359855.1   4522
GCF_019393635.1   33562
GCF_019457755.1   32260
GCF_019578655.1   3988
GCF_019703515.2   70543
GCF_019740435.1   33528
GCF_019802595.1   300417
GCF_019923935.1   89462
GCF_019924925.1   7959
GCF_019925205.1   44670
GCF_020080835.1   32391
GCF_020085105.1   119488
GCF_020171115.1   452646
GCF_020184175.1   80765
GCF_020283565.1   57577
GCF_020379485.1   3708
GCF_020382885.2   75038
GCF_020424385.1   6728
GCF_020497125.1   74926
GCF_020520425.1   3562
GCF_020536995.1   45954
GCF_020615455.1   59861
GCF_020631705.1   35525
GCF_020740605.2   9447
GCF_020740685.1   51337
GCF_020740725.1   134902
GCF_020740795.1   8895
GCF_020745735.1   170820
GCF_020745825.1   39638
GCF_020826845.1   77932
GCF_020882245.1   40932
GCF_020921035.1   178133
GCF_021018895.1   2871759
GCF_021028975.2   36310
GCF_021130785.1   197043
GCF_021134715.1   6669
GCF_021155765.1   362088
GCF_021155775.1   441929
GCF_021155785.1   2872261
GCF_021184085.1   8017
GCF_021234035.1   35523
GCF_021288785.2   9716
GCF_021292245.1   147949
GCF_021347895.1   80966
GCF_021461385.2   274613
GCF_021461395.2   7009
GCF_021462225.1   208333
GCF_021464435.1   1086592
GCF_021613505.1   89248
GCF_021730395.1   6596
GCF_021869965.1   259920
GCF_021901455.1   441921
GCF_021901495.1   2961670
GCF_021917145.1   137520
GCF_022045245.1   7375
GCF_022113875.1   6087
GCF_022201045.2   2711
GCF_022355385.1   77151
GCF_022379125.1   52904
GCF_022458985.1   48193
GCF_022539315.1   9135
GCF_022539355.2   195615
GCF_022539505.1   89674
GCF_022539595.1   80972
GCF_022539665.2   120202
GCF_022581195.2   7113
GCF_022605725.1   2921223
GCF_022655615.1   1234273
GCF_022682495.1   9430
GCF_022837055.1   61408
GCF_022985175.1   84645
GCF_023065955.2   9644
GCF_023078275.1   1035111
GCF_023091745.1   37181
GCF_023101765.2   7108
GCF_023119035.1   49212
GCF_023159225.1   214514
GCF_023343835.1   64668
GCF_023373465.1   8018
GCF_023373825.1   27457
GCF_023375685.1   66913
GCF_023375975.1   7994
GCF_023558535.2   42062
GCF_023634085.1   345164
GCF_023634155.1   8954
GCF_023638135.1   345155
GCF_023653815.1   8467
GCF_023701775.1   29058
GCF_023721935.1   29064
GCF_023724105.1   101364
GCF_023856365.1   42636
GCF_023864275.1   274614
GCF_023864345.2   2023355
GCF_023897955.1   7010
GCF_023898315.1   7011
GCF_024139225.1   109475
GCF_024166365.1   99487
GCF_024256425.1   13013
GCF_024323335.1   3888
GCF_024334085.1   7200
GCF_024362695.1   13191
GCF_024364675.1   116153
GCF_024500275.1   693459
GCF_024500385.1   161469
GCF_024509145.1   187451
GCF_024516045.1   309941
GCF_024542735.1   85661
GCF_024542745.1   257877
GCF_024586455.1   98809
GCF_024679095.1   95602
GCF_024763615.1   29031
GCF_024868665.1   992332
GCF_025177605.1   3656
GCF_025200985.1   103775
GCF_025201925.1   286002
GCF_025231255.1   125945
GCF_025265405.1   48708
GCF_025434085.1   109293
GCF_025612915.1   558553
GCF_025698485.1   29729
GCF_025698545.1   29730
GCF_025860055.1   154827
GCF_026212275.2   69319
GCF_026212465.1   29722
GCF_026213295.1   1042646
GCF_026230105.1   1163346
GCF_026250575.1   1163345
GCF_026283585.1   313075
GCF_026419915.1   202280
GCF_026419965.1   27615
GCF_026745355.1   3555
GCF_026875155.1   27406
GCF_026914265.1   6604
GCF_026930045.1   327109
GCF_026979565.1   81927
GCF_027172205.1   65483
GCF_027244095.1   884348
GCF_027358585.1   310915
GCF_027358695.1   233779
GCF_027406575.1   9470
GCF_027409825.1   13676
GCF_027475565.1   32536
GCF_027477595.1   30427
GCF_027563975.1   58824
GCF_027574615.1   29078
GCF_027579445.1   2857394
GCF_027579695.1   443677
GCF_027579735.1   8345
GCF_027580225.1   75329
GCF_027595985.1   42254
GCF_027596085.1   229290
GCF_027744805.1   161453
GCF_027744825.2   270530
GCF_027791375.1   1002788
GCF_027887145.1   2857398
GCF_027887155.1   2991368
GCF_027887165.1   13616
GCF_027943255.1   95512
GCF_028018385.1   61452
GCF_028018845.1   44398
GCF_028023285.1   2746895
GCF_028408465.1   28586
GCF_028500815.1   75485
GCF_028533385.1   9690
GCF_028554725.1   28588
GCF_028564815.1   27606
GCF_028583425.1   481883
GCF_028640845.1   499056
GCF_028641065.1   7782
GCF_028751815.1   226208
GCF_028858705.1   9117
GCF_028858775.1   9598
GCF_028878055.1   9590
GCF_028885625.1   9600
GCF_028885655.1   9601
GCF_029168945.1   3483
GCF_029220125.1   2059687
GCF_029227915.1   13093
GCF_029281585.1   9595
GCF_029289425.1   9597
GCF_029407905.1   346063
GCF_029448725.1   8038
GCF_029499605.1   327740
GCF_029582105.1   2939378
GCF_029633865.1   2546036
GCF_029784015.1   112874
GCF_029784135.1   329112
GCF_029784155.1   190385
GCF_029784165.1   174621
GCF_029852145.1   375433
GCF_029867415.1   3911
GCF_029873635.1   397392
GCF_029931775.1   460621
GCF_029962835.1   86752
GCF_030014155.1   175792
GCF_030020395.1   143292
GCF_030028045.1   575201
GCF_030035675.1   261503
GCF_030052815.1   3981
GCF_030144855.1   79690
GCF_030247185.1   325434
GCF_030247195.1   2498891
GCF_030253575.1   182163
GCF_030254825.1   10047
GCF_030265055.1   161450
GCF_030265065.1   161448
GCF_030272615.1   3369
GCF_030273125.1   184440
GCF_030435755.1   9978
GCF_030435805.1   9666
GCF_030445035.1   9361
GCF_030490865.1   48891
GCF_030684315.1   3053191
GCF_030704535.1   29760
GCF_030867095.1   8496
GCF_030936135.1   37040
GCF_031168955.1   80720
GCF_031755915.1   326968
GCF_032191835.1   13085
GCF_032362555.1   680683
GCF_032452875.1   9906
GCF_033118175.1   30532
GCF_033458585.1   161592
GCF_033807575.1   82600
GCF_033807715.1   129043
GCF_033978685.1   546530
GCF_033978795.1   159077
GCF_900094665.2   10089
GCF_900095145.1   10093
GCF_900246225.1   8154
GCF_900324465.2   64144
GCF_900324485.2   205130
GCF_900496995.4   223781
GCF_900634415.1   56716
GCF_900634625.1   210632
GCF_900634775.1   441366
GCF_900634795.4   158456
GCF_900700375.1   299321
GCF_900700415.2   7950
GCF_900747795.2   27687
GCF_900880675.1   8175
GCF_900963305.1   173247
GCF_900964775.1   113540
GCF_901000725.2   31033
GCF_901000735.1   13451
GCF_901001135.1   194408
GCF_901001165.1   8032
GCF_901709675.1   161584
GCF_901765095.1   1415580
GCF_901933205.1   547948
GCF_902148845.1   181472
GCF_902148855.1   375764
GCF_902150065.1   586833
GCF_902167145.1   4577
GCF_902167405.1   8049
GCF_902201215.1   3755
GCF_902362185.1   29144
GCF_902459465.1   7604
GCF_902459505.1   260995
GCF_902500255.1   390379
GCF_902635505.1   9305
GCF_902652985.1   6579
GCF_902655055.1   9657
GCF_902686445.1   30640
GCF_902713425.1   7906
GCF_902713615.1   7830
GCF_902806645.1   29159
GCF_902806685.1   2795564
GCF_902827115.1   52239
GCF_903798145.1   1142201
GCF_903992535.2   1047088
GCF_903995425.1   38674
GCF_903995435.1   60746
GCF_904848185.1   8177
GCF_904849725.1   112509
GCF_905115235.1   343691
GCF_905147045.1   171585
GCF_905147105.1   7116
GCF_905147365.1   91739
GCF_905147765.1   42275
GCF_905147795.1   64459
GCF_905163445.1   116150
GCF_905171765.1   8384
GCF_905171775.1   8407
GCF_905220365.1   171605
GCF_905220415.1   72248
GCF_905220565.1   113334
GCF_905237065.1   8030
GCF_905332965.1   65598
GCF_905333055.1   191418
GCF_905404315.1   189913
GCF_905475345.1   7454
GCF_905475395.1   189513
GCF_905475465.1   78633
GCF_907164915.1   253017
GCF_907164935.1   1437191
GCF_907165205.1   41139
GCF_910589235.1   7445
GCF_910591885.1   30195
GCF_910594005.1   9860
GCF_910596095.1   8240
GCF_912470025.1   202808
GCF_912999745.1   76193
GCF_914725855.1   8236
GCF_914767665.1   115357
GCF_916048215.2   3752
GCF_917208135.1   37344
GCF_917563875.1   50390
GCF_921293095.1   197161
GCF_922984935.1   9662
GCF_929443795.1   8957
GCF_932274485.2   6465
GCF_932276165.1   51655
GCF_932294415.1   38942
GCF_932526225.1   45351
GCF_933775445.1   57926
GCF_937001465.1   9733
GCF_937616625.2   3986
GCF_943734635.1   68878
GCF_943734655.1   53552
GCF_943734665.1   42839
GCF_943734685.1   1518534
GCF_943734695.1   1496333
GCF_943734705.1   139045
GCF_943734725.1   1521116
GCF_943734735.2   7165
GCF_943734745.1   43151
GCF_943734755.1   186751
GCF_943734765.1   345580
GCF_943734845.2   62324
GCF_943735745.2   139047
GCF_943737925.1   185578
GCF_945859685.1   290404
GCF_945859705.1   286459
GCF_947172395.1   110368
GCF_947179165.1   45834
GCF_947179515.1   10129
GCF_947242115.1   6526
GCF_947347685.1   8262
GCF_947563725.1   94029
GCF_947568905.1   37623
GCF_949774975.1   27610
GCF_949786415.1   42410
GCF_949987515.1   9728
GCF_949987535.1   9767
GCF_950005125.1   269649
GCF_950295315.1   9365
GCF_958295425.1   90069
GCF_963082655.1   35570
GCF_963082965.1   217509
GCF_963259705.1   98922
GCF_963455315.1   9731
GCF_963506605.1   8524
GCF_963514075.1   82655
GCF_963576545.1   27771
GCF_963584025.1   508554
